Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
37,Postgraduate,In relationship,54809.0,174,12.933333333333334,2,0,63,6,57,13,13,22,4,2,1,5,4,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
55,Postgraduate,In relationship,58113.0,758,20.566666666666666,1,66,221,104,169,102,78,84,3,9,2,8,7,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
56,Postgraduate,In relationship,51412.0,195,9.233333333333333,1,42,140,3,29,4,5,14,2,3,2,4,4,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
35,Postgraduate,Alone,15287.0,31,24.133333333333333,1,60,1,2,8,4,3,13,2,1,1,2,7,Low income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
57,Postgraduate,In relationship,66636.0,1084,13.766666666666667,0,64,291,10,689,84,10,0,1,3,4,9,1,Medium to high income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer
58,Postgraduate,In relationship,50965.0,685,19.7,1,87,544,13,85,8,6,29,3,10,4,5,8,Low to medium income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,In relationship,84618.0,1672,10.533333333333333,0,96,684,100,801,21,66,0,1,6,9,10,2,High income,Mature,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Biggest consumer
24,Postgraduate,In relationship,18351.0,43,11.333333333333334,0,1,1,12,9,0,14,7,1,2,0,3,7,Low income,Young,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer
57,Postgraduate,In relationship,40451.0,49,7.666666666666667,2,54,35,0,4,0,0,10,1,1,1,2,5,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
49,Postgraduate,In relationship,36317.0,133,16.666666666666668,1,53,87,3,25,3,2,13,2,3,0,4,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
57,Postgraduate,In relationship,42213.0,363,11.9,1,96,309,3,24,4,3,20,2,5,1,7,7,Low to medium income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,65748.0,545,17.9,1,58,172,73,93,95,78,34,2,2,4,10,1,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
42,Postgraduate,In relationship,77044.0,1065,11.4,1,12,625,38,242,50,34,76,2,7,11,11,4,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
45,Postgraduate,In relationship,74918.0,2047,19.033333333333335,0,78,972,59,913,25,19,59,1,5,9,6,3,High income,Adult,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
42,Postgraduate,In relationship,56721.0,296,23.433333333333334,2,64,157,6,39,6,13,75,5,4,1,5,6,Medium to high income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Biggest consumer,Frequent consumer
39,Postgraduate,Alone,42160.0,140,15.433333333333334,2,26,48,9,45,3,15,20,4,2,1,4,6,Low to medium income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,Alone,61559.0,530,14.8,1,8,279,83,88,32,14,34,1,4,2,10,3,Medium to high income,Mature,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
51,Postgraduate,In relationship,33629.0,152,26.233333333333334,2,49,132,0,16,0,0,4,5,3,1,4,9,Low income,Mature,Loyal customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
23,Postgraduate,In relationship,68682.0,1598,12.1,0,56,919,0,505,99,30,45,1,4,9,10,2,High income,Young,Discovering customers,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
51,Postgraduate,Alone,34377.0,114,20.766666666666666,1,55,62,0,22,3,1,26,2,2,2,2,7,Low income,Mature,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
28,Undergraduate,Alone,8940.0,101,25.766666666666666,1,25,1,45,3,4,6,42,3,3,1,3,8,Low income,Young,Loyal customers,Low consumer,Biggest consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
41,Postgraduate,In relationship,26228.0,25,12.566666666666666,1,50,2,6,4,3,1,9,1,1,0,2,8,Low income,Adult,Discovering customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
57,Postgraduate,Alone,77297.0,789,20.533333333333335,0,84,408,61,109,48,122,41,1,5,7,9,4,High income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
33,Postgraduate,In relationship,40211.0,87,14.366666666666667,2,30,51,1,7,2,1,25,2,2,1,2,8,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
56,Postgraduate,Alone,33438.0,90,12.566666666666666,2,81,62,1,16,3,2,6,4,2,1,4,5,Low income,Mature,Discovering customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
55,Postgraduate,In relationship,75032.0,1215,17.466666666666665,1,74,952,12,180,47,12,12,2,5,4,9,3,High income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
59,Postgraduate,Alone,61284.0,811,11.9,0,76,618,15,106,20,7,45,1,11,2,8,6,Medium to high income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
28,Postgraduate,In relationship,22518.0,61,23.733333333333334,1,36,11,7,12,2,2,27,2,2,1,2,5,Low income,Young,Loyal customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
39,Postgraduate,In relationship,54730.0,405,13.833333333333334,1,64,318,3,17,4,7,56,5,4,1,8,4,Medium to high income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,38452.0,72,6.266666666666667,2,62,56,0,14,0,0,2,3,3,0,3,7,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
43,Postgraduate,Alone,44421.0,189,19.866666666666667,2,53,110,5,59,7,1,7,5,5,0,4,8,Low to medium income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
28,Postgraduate,In relationship,38197.0,40,15.4,1,86,23,0,11,2,1,3,1,1,0,3,5,Low to medium income,Young,Experienced customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
36,Postgraduate,Alone,41986.0,63,7.9,1,15,27,5,8,8,3,12,3,3,0,4,4,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
31,Postgraduate,In relationship,28427.0,52,18.733333333333334,1,67,18,3,19,3,3,6,2,2,0,3,8,Low income,Adult,Experienced customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer
38,Postgraduate,In relationship,37395.0,39,5.166666666666667,1,47,18,0,9,0,1,11,1,1,0,3,6,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer
43,Postgraduate,In relationship,64722.0,805,4.366666666666666,1,47,303,0,280,60,147,15,4,8,2,11,6,Medium to high income,Adult,New customers,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
58,Postgraduate,In relationship,55249.0,130,5.666666666666667,1,81,97,1,19,2,0,11,1,2,1,4,3,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
42,Postgraduate,In relationship,84906.0,1631,12.166666666666666,0,98,997,15,414,99,30,76,1,5,6,12,2,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
25,Postgraduate,In relationship,28691.0,34,15.233333333333333,1,56,5,4,13,8,0,4,1,1,0,3,8,Low income,Young,Experienced customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
62,Postgraduate,Alone,44213.0,152,10.3,2,48,95,11,35,0,4,7,4,2,1,5,6,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer,Low consumer,Frequent consumer
30,Undergraduate,Alone,25707.0,21,8.633333333333333,1,18,1,6,2,3,6,3,1,1,0,3,7,Low income,Adult,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
47,Postgraduate,In relationship,59062.0,71,12.2,3,74,46,1,12,3,0,9,2,2,0,3,4,Medium to high income,Mature,Discovering customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
52,Postgraduate,Alone,76624.0,899,4.433333333333334,1,68,411,106,147,54,115,66,1,5,10,7,1,High income,Mature,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
67,Postgraduate,In relationship,66000.0,711,5.566666666666666,0,36,244,51,270,101,0,45,1,1,3,5,1,Medium to high income,Senior,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer
36,Postgraduate,In relationship,27683.0,351,26.366666666666667,1,90,152,9,121,12,12,45,4,6,2,4,8,Low income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,1730.0,8,4.633333333333334,0,65,1,1,3,1,1,1,15,0,0,0,20,Low income,Adult,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
22,Undergraduate,Alone,7500.0,119,22.333333333333332,1,63,10,17,18,8,26,40,4,3,2,2,9,Low income,Young,Loyal customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
46,Postgraduate,In relationship,40521.0,21,18.233333333333334,2,82,12,0,5,0,0,4,1,0,1,2,5,Low to medium income,Mature,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
41,Postgraduate,In relationship,20427.0,10,6.466666666666667,1,63,5,0,4,0,0,1,1,1,0,2,8,Low income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
39,Postgraduate,In relationship,65106.0,973,4.433333333333334,1,55,790,19,133,12,0,19,3,8,3,13,6,Medium to high income,Adult,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
49,Postgraduate,In relationship,69969.0,1536,13.433333333333334,0,64,882,29,514,38,29,44,1,4,2,6,3,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
62,Postgraduate,In relationship,67433.0,992,14.833333333333334,2,51,615,28,259,12,48,30,4,6,5,13,4,Medium to high income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
47,Postgraduate,In relationship,77766.0,1529,19.633333333333333,1,97,1004,59,265,115,59,27,2,11,10,11,6,High income,Mature,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
42,Postgraduate,In relationship,74716.0,860,12.9,1,92,133,27,421,13,195,71,2,7,3,5,4,High income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
51,Postgraduate,Alone,68118.0,928,11.7,1,51,595,23,123,10,23,154,2,8,9,4,6,Medium to high income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
44,Postgraduate,In relationship,55158.0,418,26.533333333333335,2,72,293,0,87,4,11,23,4,7,2,5,7,Medium to high income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,62972.0,587,26.4,1,39,313,15,47,20,0,192,2,7,4,3,6,Medium to high income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
39,Postgraduate,In relationship,74190.0,641,4.833333333333333,1,49,151,81,86,168,91,64,2,4,2,11,2,High income,Adult,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
38,Postgraduate,In relationship,39356.0,23,6.633333333333334,2,21,15,0,2,0,0,6,1,1,0,2,6,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
45,Postgraduate,In relationship,76653.0,2279,13.8,0,91,736,63,946,219,189,126,1,4,7,11,2,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
41,Postgraduate,Alone,35860.0,49,4.6,2,37,15,0,8,4,2,20,2,1,1,2,5,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
31,Postgraduate,Alone,90687.0,1779,16.666666666666668,0,98,982,17,672,23,34,51,1,6,2,8,2,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
32,Postgraduate,In relationship,73450.0,1804,10.1,0,85,1142,51,415,90,69,37,1,7,8,11,3,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
54,Postgraduate,In relationship,31454.0,48,15.166666666666666,2,40,28,0,11,0,0,9,3,2,0,3,8,Low income,Mature,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
62,Postgraduate,Alone,47139.0,83,7.066666666666666,2,2,46,0,12,0,2,23,2,2,1,2,7,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
39,Postgraduate,Alone,83829.0,1862,12.033333333333333,0,78,897,161,430,186,161,27,0,4,7,6,1,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
51,Postgraduate,In relationship,53378.0,793,24.666666666666668,2,41,489,6,152,8,6,132,10,9,4,6,8,Medium to high income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
44,Postgraduate,In relationship,19656.0,84,20.1,1,94,25,4,9,6,8,32,3,2,1,3,7,Low income,Adult,Experienced customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
66,Postgraduate,In relationship,45579.0,183,13.666666666666666,1,10,145,1,33,2,1,1,1,4,1,4,6,Low to medium income,Senior,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
56,Postgraduate,Alone,85485.0,1383,3.5,0,73,630,26,611,44,18,54,1,6,6,6,2,High income,Mature,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
70,Postgraduate,In relationship,55956.0,999,6.0,0,22,760,38,104,50,9,38,2,7,3,4,4,Medium to high income,Senior,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
